"Graph neural networks (GNNs) are powerful models for many graph-structured tasks. Existing models often assume that a complete structure of a graph is available during training, however, in practice, graph-structured data is usually formed in a streaming fashion, so that learning a graph continuously is often necessary. In this paper, we aim to bridge GNN to lifelong learning by converting a graph problem to a regular learning problem, so that GNN is able to inherit the lifelong learning techniques developed for convolutional neural networks (CNNs). To this end, we propose a new graph topology based on feature cross-correlation, called the feature graph. It takes features as new nodes and turns nodes into independent graphs. This successfully converts the original problem of node classification to graph classification, in which the increasing nodes are turned into independent training samples. In the experiments, we demonstrate the efficiency and effectiveness of feature graph networks (FGN) by continuously learning a sequence of classical graph datasets. We also show that FGN achieves superior performance in human action recognition with distributed streaming signals for wearable devices.",0
"Here is a sample abstract:  Lifelong learning has been an active area of research in recent years as machine learning models face increasingly dynamic environments where they need to adapt to new tasks on their own. One approach that has gained popularity in addressing this challenge is graph neural networks (GNNs). However, current GNN methods focus mainly on single task learning and can suffer from performance degradation when faced with multiple tasks. To address this limitation, we propose a lifelong graph learning framework called GLGNN (Graph Learning and Generalization Network), which integrates graph structured knowledge distillation with regularization techniques to achieve continuous adaptation across different tasks. Our method enables better generalization by utilizing task similarities and shared structures among graphs. Experimental results demonstrate that our approach outperforms state-of-the-art lifelong learning GNN methods on benchmark datasets and real-world applications. This study highlights the potential benefits of incorporating both model transferability and capacity for handling multiple tasks during the training process.  Abstract: ""Learning to Adapt Across Tasks: Graph Neural Networks Meet Transfer Learning""  In this work, we present a comprehensive investigation into the use of graph neural networks (GNN) for continual learning under varying task conditions. We begin with a thorough analysis of the challenges presented when deploying traditional GNN architectures in these scenarios before introducing several strategies designed to mitigate against overfitting and promote generalizability. These techniques leverage insights drawn from classical machine learning literature while remaining true to the core principles of message passing and attention mechanisms at the heart of contemporary graph-based deep learning solutions. Through extensive experiments spanning multiple domains, we show that each component of our system can bring meaningful improvements to existing workflows in isolation but together lead to marked enhancements in overall performance. Ultimately, our findings suggest that the marriage of advanced neural network components alongside well-established concepts from transfer learning holds significant promise for researchers looking to build robust systems capable of thriving under uncertainty",1
"Deep learning models, such as convolutional neural networks, have long been applied to image and multi-media tasks, particularly those with structured data. More recently, there has been more attention to unstructured data that can be represented via graphs. These types of data are often found in health and medicine, social networks, and research data repositories. Graph convolutional neural networks have recently gained attention in the field of deep learning that takes advantage of graph-based data representation with automatic feature extraction via convolutions. Given the popularity of these methods in a wide range of applications, robust uncertainty quantification is vital. This remains a challenge for large models and unstructured datasets. Bayesian inference provides a principled approach to uncertainty quantification of model parameters for deep learning models. Although Bayesian inference has been used extensively elsewhere, its application to deep learning remains limited due to the computational requirements of the Markov Chain Monte Carlo (MCMC) methods. Recent advances in parallel computing and advanced proposal schemes in MCMC sampling methods has opened the path for Bayesian deep learning. In this paper, we present Bayesian graph convolutional neural networks that employ tempered MCMC sampling with Langevin-gradient proposal distribution implemented via parallel computing. Our results show that the proposed method can provide accuracy similar to advanced optimisers while providing uncertainty quantification for key benchmark problems.",0
"Title: ""Bayesian Graph Convolutional Neural Networks Using Tempered Markov Chain Monte Carlo."" Abstract: In recent years, there has been increasing interest in applying machine learning techniques to complex scientific problems. One promising approach is the use of graph convolutional neural networks (CNN), which can leverage both spatial and spectral features of data on graphs. However, training these models often requires large amounts of annotated data, which can be difficult to obtain in many applications. To address this issue, we propose using tempered Markov chain Monte Carlo methods to train Bayesian CNNs that efficiently estimate uncertainty in their predictions. Our approach allows us to effectively regularize our model by incorporating prior knowledge through probabilistic inference. We demonstrate the effectiveness of our method on several benchmark datasets, showing that it outperforms standard variational approaches in terms of accuracy and robustness. Our work paves the way for more reliable and accurate predictions in real-world scenarios where annotation data may be limited.",1
"A Graph Convolutional Network (GCN) stacks several layers and in each layer performs a PROPagation operation (PROP) and a TRANsformation operation (TRAN) for learning node representations over graph-structured data. Though powerful, GCNs tend to suffer performance drop when the model gets deep. Previous works focus on PROPs to study and mitigate this issue, but the role of TRANs is barely investigated. In this work, we study performance degradation of GCNs by experimentally examining how stacking only TRANs or PROPs works. We find that TRANs contribute significantly, or even more than PROPs, to declining performance, and moreover that they tend to amplify node-wise feature variance in GCNs, causing variance inflammation that we identify as a key factor for causing performance drop. Motivated by such observations, we propose a variance-controlling technique termed Node Normalization (NodeNorm), which scales each node's features using its own standard deviation. Experimental results validate the effectiveness of NodeNorm on addressing performance degradation of GCNs. Specifically, it enables deep GCNs to outperform shallow ones in cases where deep models are needed, and to achieve comparable results with shallow ones on 6 benchmark datasets. NodeNorm is a generic plug-in and can well generalize to other GNN architectures. Code is publicly available at https://github.com/miafei/NodeNorm.",0
"Title: Uncovering Factors Causing Performance Decline in Graph Convolutional Networks  As graph convolutional networks (GCN) gain increasing popularity due to their outstanding performance on semi-supervised tasks involving irregularly structured data such as social network graphs, understanding the factors causing performance decline becomes crucial. While existing GCN models have demonstrated impressive results, researchers still struggle to fully comprehend why certain modifications might lead to poorer outcomes, hindering progress in developing cutting-edge architectures that consistently deliver improved accuracy. This study seeks to shed light on those issues by analyzing key aspects impacting GCN performance. By scrutinizing architectural components, data characteristics, training strategies, and hyperparameter configurations, we unveil root causes underlying degraded model outputs. Our findings offer valuable insights into constructing efficient models tailored to specific use cases while helping practitioners diagnose common problems encountered during implementation. With extensive experimental validation and detailed discussion, our work provides a well-rounded examination of performance bottlenecks in GCN models, serving both academics and industry professionals alike.",1
"Transformer neural networks have achieved state-of-the-art results for unstructured data such as text and images but their adoption for graph-structured data has been limited. This is partly due to the difficulty of incorporating complex structural information in the basic transformer framework. We propose a simple yet powerful extension to the transformer - residual edge channels. The resultant framework, which we call Edge-augmented Graph Transformer (EGT), can directly accept, process and output structural information as well as node information. It allows us to use global self-attention, the key element of transformers, directly for graphs and comes with the benefit of long-range interaction among nodes. Moreover, the edge channels allow the structural information to evolve from layer to layer, and prediction tasks on edges/links can be performed directly from the output embeddings of these channels. In addition, we introduce a generalized positional encoding scheme for graphs based on Singular Value Decomposition which can improve the performance of EGT. Our framework, which relies on global node feature aggregation, achieves better performance compared to Convolutional/Message-Passing Graph Neural Networks, which rely on local feature aggregation within a neighborhood. We verify the performance of EGT in a supervised learning setting on a wide range of experiments on benchmark datasets. Our findings indicate that convolutional aggregation is not an essential inductive bias for graphs and global self-attention can serve as a flexible and adaptive alternative.",0
"This sounds like an interesting study on graph transformers! Here is a potential abstract for your paper:  ""In recent years, there has been growing interest in using deep learning techniques such as graph transformers to model complex relationships between data points. However, one common challenge faced by researchers working with graph transformers is how to handle edge information in addition to node features. Some approaches have proposed augmenting graph transformer models with additional layers specifically designed for processing edges, but these can lead to increased computational complexity and may not always outperform simpler methods. In this work, we explore whether global self-attention mechanisms alone can effectively capture important edge information, without needing specialized edge-specific layers. Our experiments show that indeed, relying solely on global attention is sufficient for achieving strong performance on benchmark datasets across a variety of tasks.""  Let me know if you would like any further revisions made. I am here to assist.",1
"Link prediction is one of the key problems for graph-structured data. With the advancement of graph neural networks, graph autoencoders (GAEs) and variational graph autoencoders (VGAEs) have been proposed to learn graph embeddings in an unsupervised way. It has been shown that these methods are effective for link prediction tasks. However, they do not work well in link predictions when a node whose degree is zero (i.g., isolated node) is involved. We have found that GAEs/VGAEs make embeddings of isolated nodes close to zero regardless of their content features. In this paper, we propose a novel Variational Graph Normalized AutoEncoder (VGNAE) that utilize L2-normalization to derive better embeddings for isolated nodes. We show that our VGNAEs outperform the existing state-of-the-art models for link prediction tasks. The code is available at https://github.com/SeongJinAhn/VGNAE.",0
"In recent years, graph normalization has emerged as an important technique in deep learning, allowing for improved performance on tasks such as image generation and semantic segmentation. However, most existing graph normalization methods focus solely on feedforward neural networks, rather than more expressive model classes like variational autoencoders (VAEs). To address this limitation, we present Variational Graph Normalized Auto-Encoders (VGNAEs), which extend standard VAEs with novel graph normalization modules that can improve their performance across multiple benchmark datasets. Our approach involves training an encoder network to learn both an estimate of data density and a mapping from input variables to lower dimensional latent code, while also leveraging graph attention mechanisms to enable flexible, adaptive normalization during training and inference. We demonstrate the effectiveness of our method through comprehensive experiments comparing against state-of-the-art baselines, showing significant improvements on key metrics across a range of challenging tasks. Overall, VGNAEs provide a powerful new tool for deep learning researchers seeking to develop high-performing generative models using modern graph normalization techniques.",1
"Data augmentation has been widely used in image data and linguistic data but remains under-explored on graph-structured data. Existing methods focus on augmenting the graph data from a global perspective and largely fall into two genres: structural manipulation and adversarial training with feature noise injection. However, the structural manipulation approach suffers information loss issues while the adversarial training approach may downgrade the feature quality by injecting noise. In this work, we introduce the local augmentation, which enhances node features by its local subgraph structures. Specifically, we model the data argumentation as a feature generation process. Given the central node's feature, our local augmentation approach learns the conditional distribution of its neighbors' features and generates the neighbors' optimal feature to boost the performance of downstream tasks. Based on the local augmentation, we further design a novel framework: LA-GNN, which can apply to any GNN models in a plug-and-play manner. Extensive experiments and analyses show that local augmentation consistently yields performance improvement for various GNN architectures across a diverse set of benchmarks. Code is available at https://github.com/Soughing0823/LAGNN.",0
"Recently there has been a surge of interest in developing models that can leverage graph structures within machine learning tasks such as node classification, edge prediction and graph generation. In particular, attention mechanisms have gained traction due to their ability to adaptively select which elements of a structured input to focus on at any given time step during training or inference. However, while these methods have shown great promise in many scenarios, they often suffer from scalability issues arising from the high computational cost of applying global attention operators over entire graphs. Here we explore local augmentations to address these limitations by adapting attention mechanisms to operate independently around small substructures of individual nodes and edges within larger graphs. These techniques significantly reduce the number of matrix multiplications required by traditional attention networks while maintaining competitive accuracy, enabling faster model evaluation and inference on smaller hardware devices. We empirically evaluate our approach on several benchmark datasets across diverse domains including social network analysis, bioinformatics and chemical compound optimization. Our results show consistent improvements both in terms of execution time and test set performance, demonstrating the effectiveness of the proposed methodology in improving the efficiency of graph neural networks without sacrificing their overall performance.",1
"Graph Neural Network (GNN) research is rapidly growing thanks to the capacity of GNNs in learning distributed representations from graph-structured data. However, centralizing a massive amount of real-world graph data for GNN training is prohibitive due to privacy concerns, regulation restrictions, and commercial competitions. Federated learning (FL), a trending distributed learning paradigm, provides possibilities to solve this challenge while preserving data privacy. Despite recent advances in vision and language domains, there is no suitable platform for the FL of GNNs. To this end, we introduce FedGraphNN, an open FL benchmark system that can facilitate research on federated GNNs. FedGraphNN is built on a unified formulation of graph FL and contains a wide range of datasets from different domains, popular GNN models, and FL algorithms, with secure and efficient system support. Particularly for the datasets, we collect, preprocess, and partition 36 datasets from 7 domains, including both publicly available ones and specifically obtained ones such as hERG and Tencent. Our empirical analysis showcases the utility of our benchmark system, while exposing significant challenges in graph FL: federated GNNs perform worse in most datasets with a non-IID split than centralized GNNs; the GNN model that attains the best result in the centralized setting may not maintain its advantage in the FL setting. These results imply that more research efforts are needed to unravel the mystery behind federated GNNs. Moreover, our system performance analysis demonstrates that the FedGraphNN system is computationally efficient and secure to large-scale graphs datasets. We maintain the source code at https://github.com/FedML-AI/FedGraphNN.",0
"The Fedgraphnn paper presents a new federated learning system and benchmark framework which allows researchers and developers to build and evaluate graph neural networks on distributed datasets. The authors discuss how current challenges related to privacy and scalability limit the development and deployment of GNNs. They then introduce their system which uses federated averaging, a decentralized optimization algorithm commonly used in federated learning, as well as two benchmark tasks (node classification and link prediction). The paper evaluates several popular GNN models using the proposed system and demonstrates that their method can achieve comparable results while preserving data privacy and reducing communication overhead compared to traditional centralized methods. This work represents a step forward towards enabling widespread use of GNNs by addressing key concerns and providing a standard evaluation platform for future research efforts in this field.",1
"Interpreting deep neural networks from the ordinary differential equations (ODEs) perspective has inspired many efficient and robust network architectures. However, existing ODE based approaches ignore the relationship among data points, which is a critical component in many problems including few-shot learning and semi-supervised learning. In this paper, inspired by the diffusive ODEs, we propose a novel diffusion residual network (Diff-ResNet) to strengthen the interactions among data points. Under the structured data assumption, it is proved that the diffusion mechanism can decrease the distance-diameter ratio that improves the separability of inter-class points and reduces the distance among local intra-class points. This property can be easily adopted by the residual networks for constructing the separable hyperplanes. The synthetic binary classification experiments demonstrate the effectiveness of the proposed diffusion mechanism. Moreover, extensive experiments of few-shot image classification and semi-supervised graph node classification in various datasets validate the advantages of the proposed Diff-ResNet over existing few-shot learning methods.",0
"Deep learning has revolutionized many application domains, but designing deep models that can handle few-shot tasks remains challenging. While recent methods based on meta learning have achieved remarkable results, they still suffer from limitations such as lack of stability and sensitivity to hyperparameters. In our work, we propose a new approach for few-shot learning using diffused residual networks (Diff-ResNets). Our method employs ODEs to model complex data relationships without relying on explicit representations like neural networks. Instead, we learn interpretable basis functions that capture task-specific information, allowing us to achieve better generalization and robustness across diverse tasks. We evaluate our method on standard benchmark datasets and demonstrate state-of-the art performance while maintaining computational efficiency and interpretability. Overall, our findings highlight the potential of ODE-based approaches for few-shot learning and open up new directions for future research.",1
"The success of machine learning stems from its structured data representation. Similar data have close representation as compressed codes for classification or emerged labels for clustering. We observe that the frequency of the internal representation follows power laws in both supervised and unsupervised learning. The scale-invariant distribution implies that machine learning largely compresses frequent typical data, and at the same time, differentiates many atypical data as outliers. In this study, we derive how the power laws can naturally arise in machine learning. In terms of information theory, the scale-invariant representation corresponds to a maximally uncertain data grouping among possible representations that guarantee pre-specified learning accuracy.",0
"Machine Learning (ML) has been used successfully across many applications over the last decade. As datasets grow larger and more complex, scaling up ML models becomes important to meet growing demand for performance. Unfortunately, as these models scale up there is often a corresponding increase in computational complexity. This makes deployment difficult as well as increasing costs. In addition, current techniques for scaling up ML require significant retraining time on existing models, even if one only wishes to change parameters of those models. Researchers at Company have developed a method that allows them to scale the size of data without incurring the same increase in model size and training cost which enables improved model performance while simultaneously reducing latency. The new technique can be applied retroactively to previously trained neural networks without having to go back through all previous layers of computation making it possible to achieve high accuracy models within minutes rather than hours. This research helps pave the road towards realtime large language processing capabilities using deep learning methods such as natural language understanding. Additionally, the research shows promise for developing explainable versions of other classes of large language models as the architecture utilized by the new approach was found highly interpretable during internal experiments allowing for more transparent systems design. Overall, our work represents a step forward towards applying deep learning techniques to problems where rapid feedback is required and achieving state of the art results quickly",1
"Sensitive medical data is often subject to strict usage constraints. In this paper, we trained a generative adversarial network (GAN) on real-world electronic health records (EHR). It was then used to create a data-set of ""fake"" patients through synthetic data generation (SDG) to circumvent usage constraints. This real-world data was tabular, binary, intensive care unit (ICU) patient diagnosis data. The entire data-set was split into separate data silos to mimic real-world scenarios where multiple ICU units across different hospitals may have similarly structured data-sets within their own organisations but do not have access to each other's data-sets. We implemented federated learning (FL) to train separate GANs locally at each organisation, using their unique data silo and then combining the GANs into a single central GAN, without any siloed data ever being exposed. This global, central GAN was then used to generate the synthetic patients data-set. We performed an evaluation of these synthetic patients with statistical measures and through a structured review by a group of medical professionals. It was shown that there was no significant reduction in the quality of the synthetic EHR when we moved between training a single central model and training on separate data silos with individual models before combining them into a central model. This was true for both the statistical evaluation (Root Mean Square Error (RMSE) of 0.0154 for single-source vs. RMSE of 0.0169 for dual-source federated) and also for the medical professionals' evaluation (no quality difference between EHR generated from a single source and EHR generated from multiple sources).",0
"Electronic health records (EHRs) contain vast amounts of data that can be used to improve patient outcomes, develop new treatments, and inform public health policy. However, accessing these records can be difficult due to privacy concerns and limited accessibility. To address these challenges, we propose using federated learning and generative adversarial networks (GANs) to generate synthetic EHRs that preserve the statistical properties of real EHRs while protecting individual patient identities.  Our approach involves training a GAN on a subset of de-identified EHRs from multiple institutions. The generator network produces synthetic EHRs, which are then evaluated by a discriminator network that determines if they are real or fake. Through iterative training, the generator learns to create more realistic synthetic EHRs that closely mimic real EHRs. These synthetic EHRs can then be shared among researchers without compromising patient privacy.  We evaluate our method through experiments involving two datasets containing over one million de-identified EHRs from different hospitals. Our results show that our model effectively generates synthetic EHRs that match the distribution of real EHRs across various clinical measures such as age, gender, admission type, length of stay, and mortality rate. We further demonstrate that these synthetic EHRs maintain patient privacy by conducting differential privacy analysis and showing low disclosure risk under simulated attacks.  Overall, our work demonstrates the potential of federated GANs in generating synthetic EHRs that could revolutionize medical research and practice while preserving patients’ privacy. Our future work includes expanding the dataset size and diversity, evaluating the performance of the generated records in downstream tasks such as disease diagnosis and treatment recommendations, and exploring additional applications such as personalized medicine and drug development.",1
"Message-Passing Neural Networks (MPNNs), the most prominent Graph Neural Network (GNN) framework, celebrate much success in the analysis of graph-structured data. Concurrently, the sparsification of Neural Network models attracts a great amount of academic and industrial interest. In this paper, we conduct a structured study of the effect of sparsification on the trainable part of MPNNs known as the Update step. To this end, we design a series of models to successively sparsify the linear transform in the Update step. Specifically, we propose the ExpanderGNN model with a tuneable sparsification rate and the Activation-Only GNN, which has no linear transform in the Update step. In agreement with a growing trend in the literature, the sparsification paradigm is changed by initialising sparse neural network architectures rather than expensively sparsifying already trained architectures. Our novel benchmark models enable a better understanding of the influence of the Update step on model performance and outperform existing simplified benchmark models such as the Simple Graph Convolution. The ExpanderGNNs, and in some cases the Activation-Only models, achieve performance on par with their vanilla counterparts on several downstream tasks while containing significantly fewer trainable parameters. In experiments with matching parameter numbers, our benchmark models outperform the state-of-the-art GNN models. Our code is publicly available at: https://github.com/ChangminWu/ExpanderGNN.",0
"Graph neural networks (GNNs) have shown promising results across numerous applications such as computer vision, natural language processing, and recommendation systems. However, the high computational complexity and memory requirements hinder their deployment on resource-constrained devices. One key component responsible for the high computation cost and large memory footprint of GNNs is the update step, which performs convolution operations over neighborhood structures, leading to redundant computations and dense representations. To address these issues, we propose sparsifying the graph structure before applying the GNN models to reduce unnecessary calculations while preserving most of the important features. Our method leverages random edge sampling techniques combined with pruning algorithms based on statistical analysis of the graphs’ edge importance. Our experiments demonstrate that our approach yields significant improvements in both accuracy and speed compared with full graph GNNs while retaining comparable performance. In summary, our study presents a novel technique to make GNNs more efficient without sacrificing their effectiveness. By introducing a simple yet powerful modification to the traditional graph update process, we enable the use of GNNs on resource-constrained environments.",1
"Graph feature extraction is a fundamental task in graphs analytics. Using feature vectors (graph descriptors) in tandem with data mining algorithms that operate on Euclidean data, one can solve problems such as classification, clustering, and anomaly detection on graph-structured data. This idea has proved fruitful in the past, with spectral-based graph descriptors providing state-of-the-art classification accuracy on benchmark datasets. However, these algorithms do not scale to large graphs since: 1) they require storing the entire graph in memory, and 2) the end-user has no control over the algorithm's runtime. In this paper, we present single-pass streaming algorithms to approximate structural features of graphs (counts of subgraphs of order $k \geq 4$). Operating on edge streams allows us to avoid keeping the entire graph in memory, and controlling the sample size enables us to control the time taken by the algorithm. We demonstrate the efficacy of our descriptors by analyzing the approximation error, classification accuracy, and scalability to massive graphs. Our experiments showcase the effect of the sample size on approximation error and predictive accuracy. The proposed descriptors are applicable on graphs with millions of edges within minutes and outperform the state-of-the-art descriptors in classification accuracy.",0
